1,-1,8,3,13,1.66666666666667,2,6,0,2,3
2,1,14,3,14,1.22222222222222,5,5,1,1,1
3,0,2,1,7,1.22222222222222,0,0,0,0,0
4,-1,11,0,10,1.55555555555555,5,6,2,3,1
5,1,16,4,24,2.33333333333333,1,0,1,0,0
6,1,10,2,7,1.88888888888889,3,4,2,1,1
8,-1,5,5,20,2.33333333333333,6,12,0,2,3
10,-1,6,1,12,2.33333333333333,0,0,0,0,0
11,-1,4,1,9,1.77777777777778,5,14,1,4,2
12,0,14,8,12,2,4,15,3,4,0
15,1,11,3,9,1.88888888888889,3,5,1,1,0
16,-1,3,7,15,1.44444444444444,2,3,0,0,0
17,-1,13,7,13,1.55555555555556,2,3,2,2,0
18,-1,19,5,20,1.88888888888889,2,3,2,3,2
19,-1,8,3,14,2.77777777777778,2,7,0,1,1
20,-1,3,0,17,1.55555555555555,1,2,0,0,1
22,-1,5,4,19,1.77777777777778,3,4,0,3,3
23,1,11,6,11,1.33333333333333,5,7,4,2,3
24,1,21,8,23,2,3,6,3,3,2
26,-1,5,6,15,1.55555555555555,4,4,2,2,4
27,1,12,4,15,2,3,3,1,1,2
28,-1,8,4,12,2,1,4,2,2,1
29,-1,7,1,10,1.77777777777778,1,8,1,1,1
30,1,8,2,9,2.33333333333333,2,7,0,0,1
31,0,4,0,2,1.33333333333333,8,10,4,4,6
32,1,14,6,10,2.66666666666667,2,8,1,1,0
33,-1,3,0,4,1.88888888888889,2,7,2,4,2
34,1,12,8,26,1.55555555555556,5,13,3,5,3
35,1,8,0,12,1.11111111111111,4,6,3,3,1
36,-1,7,3,9,2.22222222222222,2,5,0,2,1
37,-1,19,8,15,1.88888888888889,3,4,0,3,0
38,-1,27,9,20,2.44444444444445,3,4,2,2,2
39,-1,19,6,16,2.22222222222222,7,12,1,2,1
40,1,6,1,4,1.55555555555556,4,9,2,5,2
41,1,2,2,5,1.22222222222222,11,15,4,4,9
42,-1,2,0,10,1.66666666666667,2,2,0,0,0
44,-1,3,2,1,1.11111111111111,2,8,2,4,2
45,1,8,0,12,1.66666666666667,3,8,3,3,3
46,1,2,0,7,1.22222222222222,4,7,0,1,0
49,1,20,4,16,1.33333333333333,9,10,5,2,2
50,-1,2,0,6,1.55555555555556,3,3,0,0,1
51,0,10,0,11,1.66666666666667,6,10,1,2,2
52,1,15,3,13,2,0,2,0,0,0
53,1,19,14,20,1,4,5,1,2,3
54,1,12,4,21,1.77777777777778,1,10,2,3,1
55,-1,12,5,18,2.55555555555556,4,15,2,2,4
56,-1,10,2,14,1.55555555555555,4,7,0,0,2
59,1,9,3,6,1.88888888888889,4,7,1,1,1
60,-1,12,3,7,1.77777777777778,2,7,1,1,2
61,-1,28,10,24,2.55555555555555,0,3,1,2,0
62,0,14,1,25,1.44444444444444,0,3,0,0,0
63,1,10,3,10,1.55555555555555,6,5,3,2,4
64,-1,9,7,16,2,5,8,2,4,4
65,-1,6,4,17,1.44444444444444,7,7,3,4,1
66,-1,0,1,4,1,3,7,3,3,4
68,-1,8,8,23,1.77777777777778,3,11,2,2,1
69,-1,5,3,11,1.66666666666667,3,4,1,2,2
70,-1,19,7,28,1.77777777777778,2,5,1,1,1
71,1,6,1,12,1.44444444444444,3,5,1,2,3
72,1,0,0,11,1.88888888888889,4,4,0,4,4
73,0,1,2,4,1.33333333333333,5,6,1,1,3
74,-1,14,4,23,2,4,4,0,2,2
75,-1,8,4,20,1.33333333333333,7,9,2,3,5
77,1,6,5,14,1.44444444444444,14,18,5,8,10
78,-1,13,1,16,2.44444444444444,5,4,0,2,2
81,-1,16,11,19,2.11111111111111,1,2,1,1,1
82,-1,23,8,24,2,5,11,2,3,9
83,-1,12,5,14,3,0,0,0,0,0
87,-1,12,3,16,2,2,9,1,1,0
88,-1,9,0,5,2.11111111111111,7,7,0,2,1
90,-1,11,1,15,1.55555555555555,2,0,1,0,2
91,-1,13,9,18,2.33333333333333,5,3,0,0,0
94,1,29,14,23,1.88888888888889,1,5,1,1,4
95,-1,27,11,25,1.55555555555556,1,9,2,2,0
96,-1,6,1,13,1.55555555555556,2,3,2,1,1
97,-1,26,2,27,2.44444444444445,2,7,0,2,0
100,1,0,0,2,1,4,2,1,2,1
102,-1,2,0,5,1.66666666666667,0,0,0,0,0
103,1,8,3,8,2,0,3,0,0,0
104,-1,2,1,4,1.33333333333333,2,5,2,2,2
105,-1,9,3,12,1.55555555555555,7,7,1,1,1
106,-1,9,1,10,1.44444444444444,3,5,3,3,2
107,-1,13,2,12,2.33333333333333,2,8,0,2,0
108,1,7,3,12,1.66666666666667,5,5,2,5,3
110,-1,7,2,9,1.11111111111111,8,11,4,4,5
111,1,19,4,19,2.66666666666667,8,14,0,0,6
114,-1,2,2,5,1.22222222222222,8,8,1,3,0
115,-1,5,1,5,1.11111111111111,6,5,2,0,1
117,-1,5,1,11,1.55555555555556,3,3,1,2,1
118,0,5,2,7,1.55555555555556,5,8,2,2,2
120,1,8,2,11,1.11111111111111,2,5,2,2,2
121,-1,16,3,19,2.33333333333333,1,5,0,0,1
123,-1,7,4,13,2,2,4,1,1,2
126,-1,18,4,18,2.77777777777778,9,15,9,9,3
128,0,14,4,17,2.66666666666667,4,9,2,1,3
129,-1,5,1,6,2.22222222222222,2,3,1,2,2
130,-1,7,1,9,1.77777777777778,1,1,0,1,1
132,1,12,7,27,2,7,2,3,2,0
134,-1,1,0,7,1.55555555555556,7,4,1,3,2
136,-1,11,8,11,1.33333333333333,6,7,4,5,5
137,-1,6,0,2,1.33333333333333,0,0,0,1,1
140,-1,16,7,17,2,0,2,0,0,0
142,-1,1,1,7,1,6,8,1,2,0
143,-1,5,2,17,1.33333333333333,5,5,1,3,3
144,-1,11,3,17,1.44444444444445,10,13,4,3,6
145,-1,6,2,6,2,5,9,5,4,5
147,1,14,2,13,2.11111111111111,0,1,0,0,0
148,1,8,4,14,1.77777777777778,5,6,0,1,0
149,-1,3,3,10,1.44444444444444,5,5,1,1,2
150,1,14,3,13,1.22222222222222,3,6,2,2,3
152,-1,27,8,19,2.77777777777778,4,5,1,1,2
153,-1,7,3,18,2.11111111111111,4,6,1,2,1
154,-1,1,1,6,1.22222222222222,3,4,0,2,3
155,-1,3,4,4,1.11111111111111,4,16,4,4,5
158,1,13,2,12,1.22222222222222,7,19,7,7,13
159,-1,5,0,13,1.55555555555556,7,12,0,0,7
161,-1,13,6,23,1.44444444444444,4,4,1,2,4
163,-1,7,1,9,1.11111111111111,2,1,1,0,1
164,1,26,5,22,1.88888888888889,4,15,1,2,1
165,-1,3,0,4,1.66666666666667,3,3,0,1,3
166,-1,14,0,22,2.88888888888889,0,0,0,0,0
167,-1,23,7,23,1.66666666666667,4,5,2,1,1
168,-1,13,6,14,1.11111111111111,4,7,0,1,1
169,-1,6,3,5,1.22222222222222,8,10,7,7,4
170,-1,2,0,5,1.88888888888889,5,5,2,1,2
172,-1,8,2,10,1.77777777777778,5,9,2,3,4
175,-1,10,0,11,1.55555555555555,8,9,3,2,1
178,-1,13,2,14,2.33333333333333,3,5,3,2,3
180,-1,6,0,6,1.22222222222222,5,5,2,2,2
181,-1,13,6,10,1.77777777777778,8,13,1,2,2
182,-1,4,1,10,1.22222222222222,2,1,0,1,1
183,1,10,2,2,1,3,5,2,2,3
185,-1,11,2,11,2.11111111111111,2,2,0,1,0
186,-1,4,4,12,1.33333333333333,6,19,2,3,1
188,-1,16,4,20,1.33333333333333,7,10,3,3,5
189,-1,6,1,9,1.33333333333333,2,3,2,3,2
190,-1,0,1,4,1.22222222222222,8,19,0,8,1
193,-1,15,1,19,1.55555555555556,2,6,0,0,0
195,-1,8,1,3,1.33333333333333,7,9,0,1,1
196,-1,10,0,6,1.77777777777778,2,2,0,0,1
198,-1,6,2,7,1.33333333333333,8,8,6,8,4
199,-1,5,2,2,1,1,1,1,1,1
200,-1,2,0,6,1.11111111111111,4,5,0,2,2
204,1,10,9,16,1.11111111111111,2,2,1,1,1
205,-1,29,9,18,3,4,9,2,4,1
206,-1,5,1,10,1.77777777777778,5,8,1,3,0
208,1,8,1,6,1.33333333333333,2,2,1,1,1
210,0,14,5,23,2.33333333333333,5,5,1,2,2
