3.875
4
NA
3.75
NA
3.25
4
2.75
4.125
NA
3.375
2.5
4.125
3.375
3.875
NA
4.125
2.375
2.625
NA
2.75
2
4
NA
NA
3.375
4.75
2.5
4.375
2.625
3.5
2.875
3.875
3.625
4.25
2.625
2.625
NA
3.375
3.125
3.75
NA
4
4.25
3
NA
4
2.625
NA
NA
3.25
NA
NA
4.125
3.625
NA
2.375
2.75
3.625
4.25
2.875
NA
4.25
2.5
3.75
3.25
3.75
4.875
NA
NA
3.125
3.75
3.5
3.375
4.25
3.875
4
NA
3.75
3.375
2.25
4.5
2
2.375
NA
4.375
NA
3.125
4
NA
2.375
NA
3.875
NA
3.875
2.875
2.75
2.625
4.125
NA
NA
3
3.75
4
2.875
2
4.625
3.875
3.875
2.5
NA
3.75
4.75
3.625
NA
3.625
3.75
3.875
2.875
3.25
NA
2.75
NA
3.75
3.75
2.25
2
NA
NA
4.375
NA
3.625
4.625
3.875
NA
2.875
3.125
NA
3.625
NA
NA
3.625
3.25
4.625
2.875
2.5
4.125
3.375
2.375
3.625
NA
NA
4.125
NA
2.75
3.5
3.625
3.25
NA
3.125
4.75
3.875
4.125
NA
4.625
4.25
4.5
2.625
2.375
3.625
3.5
5
2.5
NA
3.5
2.625
NA
2.75
2.75
3.75
4.625
2.5
3.25
4.125
3.5
3.375
3
3.75
2.375
2.5
3.5
3.5
3.125
3.875
4.125
NA
3.875
4.375
3.5
4.125
2.875
2.625
3.625
3.75
NA
4.5
4.375
